chemical_code,chemical,items_2019,items_2020
210706102,DUMMY CHEMICAL SUBSTANCE 210706102,2,1
1311010S0,Sodium chloride,0,1
210115003,DUMMY CHEMICAL SUBSTANCE 210115003,3,1
200502004,DUMMY CHEMICAL SUBSTANCE 200502004,0,1
210601005,DUMMY CHEMICAL SUBSTANCE 210601005,0,1
0802030F0,Rituximab,1,1
0605010M0,Urofollitropin,0,1
0504010AA,Artemether with lumefantrine,0,1
0209000U0,Ticlopidine hydrochloride,1,1
0206040AL,Acetyl-l-carnitine,2,1
0205010AA,Macitentan,1,1
1309000V0,Dithranol,0,1
0503010B0,Nevirapine,2,1
1313080S0,Sucralfate,1,1
238541585,DUMMY CHEMICAL SUBSTANCE 238541585,6,1
0501080V0,Sulfapyridine,4,1
235011050,DUMMY CHEMICAL SUBSTANCE 235011050,3,1
0901030P0,Desferrioxamine mesilate,0,1
210108003,DUMMY CHEMICAL SUBSTANCE 210108003,0,1
234609546,DUMMY CHEMICAL SUBSTANCE 234609546,0,1
1001050B0,Glucosamine sulfate (Rheumatic),1,1
0202040H0,Co-triamterzide(Triamterene/hydrochlorothiazide),3,1
0304010F0,Brompheniramine maleate,4,1
200328000,DUMMY CHEMICAL SUBSTANCE 200328000,6,1
234527045,DUMMY CHEMICAL SUBSTANCE 234527045,0,1
1302020G0,Zinc paste,1,1
0503032J0,Sofosbuvir/velpatasvir,1,1
090504200,Other chromium preparations,1,1
190607000,Other syrup preparations,0,1
0101012A0,Gripe mixtures,5,1
0604020P0,Testosterone propionate,3,1
1104020X0,Emedastine,15,1
232006020,DUMMY CHEMICAL SUBSTANCE 232006020,1,1
0503032K0,Glecaprevir/pibrentasvir,0,1
226053060,DUMMY CHEMICAL SUBSTANCE 226053060,7,1
0501030Y0,Tigecycline,0,1
238009580,DUMMY CHEMICAL SUBSTANCE 238009580,0,1
0503010AL,Atazanavir and cobicistat,0,1
1305020Z0,Cholesterol/simvastatin,0,1
233524035,DUMMY CHEMICAL SUBSTANCE 233524035,0,1
0407020P0,Morphine hydrochloride,0,1
100201000,Other neuromuscularar transmisson preparations,0,1
229053090,DUMMY CHEMICAL SUBSTANCE 229053090,1,1
233030530,DUMMY CHEMICAL SUBSTANCE 233030530,0,1
225034050,DUMMY CHEMICAL SUBSTANCE 225034050,3,1
1301010H0,Emulsifying wax,0,1
1311040I0,Iodine,0,1
233530537,DUMMY CHEMICAL SUBSTANCE 233530537,0,1
235506055,DUMMY CHEMICAL SUBSTANCE 235506055,1,1
090604800,Other vitamin D preparations,0,1
1405020C0,Varicella-zoster immunoglobulin,1,1
0503032F0,Sofosbuvir/ledipasvir,0,1
0504010K0,Primaquine,0,1
228044580,DUMMY CHEMICAL SUBSTANCE 228044580,1,1
239404597,DUMMY CHEMICAL SUBSTANCE 239404597,0,0
0801010B0,Busulfan,0,0
0311010B0,Pirfenidone,0,0
1303000E0,Colestyramine,0,0
090602300,Other pantothenic acid preparations,0,0
0501090A0,Aminosalicylic acid,1,0
1309000W0,Finasteride,0,0
090401080,Gluten free/wheat free pasta,4,0
1310050S0,Povidone-iodine,0,0
0307000T0,Lumacaftor/ivacaftor,0,0
239430594,DUMMY CHEMICAL SUBSTANCE 239430594,0,0
228019380,DUMMY CHEMICAL SUBSTANCE 228019380,1,0
1302010K0,Lactic acid,3,0
0206040AT,Diosmin/hesperidin,0,0
0212000U0,Nicotinic acid,2,0
0106060A0,Methylnaltrexone bromide,3,0
0908010AQ,Migalastat,0,0
1001030T0,Infliximab,0,0
0904010J0,Gluten free grains/flours,1,0
1307000T0,Trichloroacetic acid,0,0
232059020,DUMMY CHEMICAL SUBSTANCE 232059020,0,0
0309010S0,Methadone hydrochloride,0,0
0801010J0,Estramustine phosphate,0,0
0901020T0,Mecobalamin,0,0
0105030B0,Ustekinumab (Crohn's),0,0
0801050X0,Tretinoin,0,0
0704040C0,Chlorhexidine gluconate,0,0
239053090,DUMMY CHEMICAL SUBSTANCE 239053090,0,0
233043030,DUMMY CHEMICAL SUBSTANCE 233043030,0,0
0205010AB,Riociguat,1,0
0801050U0,Procarbazine hydrochloride,2,0
0803042T0,Abiraterone,2,0
190202000,Other individually formulated prepared extemp preparations,0,0
226038760,DUMMY CHEMICAL SUBSTANCE 226038760,0,0
1404000AP,Meningococcal C vaccine,2,0
214500001,DUMMY CHEMICAL SUBSTANCE 214500001,1,0
0202040A0,Amiloride hydrochloride with thiazides,10,0
0501012U0,Temocillin sodium,2,0
0904010AA,Gluten free/wheat free mixes,9,0
0504010Z0,Chloroquine phosphate with proguanil hydrochloride,2,0
0501070H0,Colistin sulfate,1,0
0601012U0,Protamine zinc insulin,15,0
200600003,DUMMY CHEMICAL SUBSTANCE 200600003,0,0
0212000AG,Policosanol,1,0
210111002,DUMMY CHEMICAL SUBSTANCE 210111002,0,0
0908010AD,Carglumic acid,1,0
239609596,DUMMY CHEMICAL SUBSTANCE 239609596,5,0
0908010AC,Miglustat,0,0
0103030W0,Tripotassium dicitratobismuthate,1,0
0406000AG,Netupitant/palonosetron hydrochloride,0,0
1311060H0,Hamamelis,2,0
1002020L0,Guaifenesin,1,0
0606020C0,Etidronate disodium,1,0
0205020G0,Guanfacine hydrochloride,0,0
1104010M0,Hydrocortisone acetate,2,0
1305030F0,Guselkumab (Psoriasis),1,0
223010630,DUMMY CHEMICAL SUBSTANCE 223010630,0,0
0504050T0,Paromomycin sulfate,0,0
0504020G0,Diloxanide furoate,1,0
0501090E0,Cycloserine,0,0
100101050,Acemetacin,6,0
236006060,DUMMY CHEMICAL SUBSTANCE 236006060,0,0
1001030Y0,Certolizumab pegol,1,0
120203000,Other nasal infection preparations,1,0
0408020T0,Phenytoin sodium,0,0
233543035,DUMMY CHEMICAL SUBSTANCE 233543035,0,0
0604020F0,Mesterolone,8,0
0402020V0,Pipotiazine palmitate,0,0
229005090,DUMMY CHEMICAL SUBSTANCE 229005090,1,0
0902021N0,Potassium chloride,1,0
233010530,DUMMY CHEMICAL SUBSTANCE 233010530,1,0
238034380,DUMMY CHEMICAL SUBSTANCE 238034380,0,0
0101010T0,Magnesium sulphate,0,0
1105000H0,Homatropine hydrobromide,0,0
0601023V0,Metformin hydrochloride/rosiglitazone,0,0
210400004,DUMMY CHEMICAL SUBSTANCE 210400004,39,0
0904010U0,Gluten free/wheat free bread,20,0
100302000,Other rubefacient and topical antirheumatic preparations,1,0
0309020Q0,Pseudoephedrine hydrochloride combinations,1,0
1001030V0,Abatacept,2,0
232504425,DUMMY CHEMICAL SUBSTANCE 232504425,0,0
1106000K0,Carteolol hydrochloride,10,0
225012550,DUMMY CHEMICAL SUBSTANCE 225012550,0,0
1405030A0,Anti-D (Rh-) immunoglobulin,0,0
1103010X0,Tobramycin,1,0
0407020W0,Morphine (Opium Tincture),0,0
1311050P0,Liquefied phenol,2,0
0205051G0,Co-zidocapt (Hydrochlorothiazide/captopril),7,0
0701021A0,Mifepristone/misoprostol,0,0
1305010AE,Zinc paste and ichthammol,1,0
231509555,DUMMY CHEMICAL SUBSTANCE 231509555,0,0
0503032I0,Elbasvir/grazoprevir,0,0
1404000AA,Tick-borne encephalitis vaccine,1,0
0211000D0,Etamsylate,0,0
0801050AN,Dasatinib,0,0
0603020B0,Betamethasone,1,0
0204000AC,Bisoprolol fumarate/aspirin,2,0
0802040U0,Glatiramer acetate,1,0
230553005,DUMMY CHEMICAL SUBSTANCE 230553005,4,0
0207010G0,Etilefrine hydrochloride,2,0
0409020G0,Biperiden hydrochloride,5,0
0409010I0,Levodopa,0,0
229012590,DUMMY CHEMICAL SUBSTANCE 229012590,0,0
0307000L0,Mecysteine hydrochloride,0,0
1103010AJ,Polihexanide,5,0
1103010Q0,Polymyxin B sulphate,0,0
0801020K0,Doxorubicin hydrochloride,1,0
0501050K0,Erythromycin lactobionate,0,0
0202080K0,Furosemide/potassium,0,0
0601012G0,Insulin zinc suspension,9,0
200402003,DUMMY CHEMICAL SUBSTANCE 200402003,3,0
0503010D0,Efavirenz,2,0
0701010X0,Misoprostol (Gynaecology),1,0
0901030H0,Oxymetholone,0,0
0802040AY,Cladribine (Immunomodulating),0,0
0701011D0,Alprostadil,0,0
234043040,DUMMY CHEMICAL SUBSTANCE 234043040,0,0
0606020P0,Pamidronate disodium,0,0
235553055,DUMMY CHEMICAL SUBSTANCE 235553055,0,0
1306010Q0,Salicylic acid,1,0
239630596,DUMMY CHEMICAL SUBSTANCE 239630596,0,0
0104010H0,Kaolin light,0,0
0503040C0,Amantadine hydrochloride,0,0
235004550,DUMMY CHEMICAL SUBSTANCE 235004550,1,0
233053030,DUMMY CHEMICAL SUBSTANCE 233053030,1,0
236053060,DUMMY CHEMICAL SUBSTANCE 236053060,0,0
0904010I0,Gluten free biscuits,0,0
1104010F0,Clobetasone butyrate,0,0
0704050J0,Papaverine hydrochloride,1,0
0901011S0,Polysaccharide-iron complex,2,0
090401060,,55,0
1202010L0,Flunisolide,2,0
1203030X0,Hexylresorcinol and benzalkonium chloride,0,0
0603020AC,Methylprednisolone aceponate,0,0
0801050BP,Afatinib,0,0
0410030D0,Lofexidine hydrochloride,1,0
1311030D0,Benzalkonium chloride,1,0
0205051E0,Cilazapril,19,0
1306010A0,Aluminium oxide,1,0
0204000N0,Oxprenolol hydrochloride,0,0
229041090,DUMMY CHEMICAL SUBSTANCE 229041090,9,0
0801050CH,Trametinib,0,0
1103020A0,Amphoteracin,0,0
191500000,Other gas preparations,0,0
0304020X0,Omalizumab,3,0
0304020Y0,Mepolizumab,0,0
212600001,DUMMY CHEMICAL SUBSTANCE 212600001,0,0
0801050AM,Sunitinib,0,0
1002010N0,Neostigmine metilsulfate,0,0
0605010I0,Follitropin alfa,3,0
0503050A0,Palivizumab,0,0
0801050AS,Nilotinib,0,0
223047530,DUMMY CHEMICAL SUBSTANCE 223047530,0,0
1103020C0,Clotrimazole,1,0
1202020G0,Oxymetazoline hydrochloride,1,0
0908010Y0,Sacrosidase,0,0
233506035,DUMMY CHEMICAL SUBSTANCE 233506035,0,0
0801050BI,Ruxolitinib,0,0
1103010I0,Erythromycin,0,0
1304000Z0,Triamcinolone acetonide,0,0
239612596,DUMMY CHEMICAL SUBSTANCE 239612596,0,0
0906040K0,Dihydrotachysterol,0,0
0405020S0,Sibutramine,0,0
0104030A0,Racecadotril,1,0
0503032E0,Daclatasvir,0,0
229038990,DUMMY CHEMICAL SUBSTANCE 229038990,2,0
110301020,Chlorhexidine gluconate,2,0
1405020D0,Rabies immunoglobulin,0,0
220529505,DUMMY CHEMICAL SUBSTANCE 220529505,0,0
239404595,DUMMY CHEMICAL SUBSTANCE 239404595,0,0
0801050AZ,Pazopanib,0,0
0801050CB,Palbociclib,1,0
0401010L0,Flurazepam hydrochloride,0,0
0402010AF,Melperone hydrochloride,0,0
0205051AB,Perindopril tosilate/indapamide,1,0
0801010S0,Melphalan,1,0
0802040Y0,Lenalidomide,0,0
1302010W0,Vitamin E,5,0
0503010A0,Lamivudine and zidovudine,2,0
0501100J0,Thalidomide (Antileprotic),1,0
0801030D0,Cytarabine,0,0
0206040AF,Nicotinic acid derivatives,4,0
1305020P0,Coal tar bath preparations,0,0
0905021I0,Dibasic potassium phosphate,0,0
0503010AD,Maraviroc,1,0
1501070F0,Flumazenil,0,0
1108020AD,Ranibizumab,0,0
1310020D0,Benzoic acid,1,0
1311030S0,Soft soap,2,0
0403010S0,Maprotiline hydrochloride,1,0
210110006,DUMMY CHEMICAL SUBSTANCE 210110006,0,0
0208020S0,Phenprocoumon,1,0
228049580,DUMMY CHEMICAL SUBSTANCE 228049580,0,0
0213000T0,Sodium tetradecyl sulphate,1,0
090603200,,0,0
0503031D0,Tenofovir alafenamide,0,0
1201010S0,Hydrogen peroxide,0,0
1203040P0,Sodium chloride,0,0
090300000,Other intravenous nutrition preparations,0,0
1002010U0,Fampridine,2,0
0503010R0,Saquinavir mesylate,1,0
0605010AB,Follitropin alfa and lutropin alfa,0,0
0902022I0,Gelatin,0,0
1001030X0,Golimumab,1,0
0702010I0,Oestrogens conjugated,1,0
120101020,Other aural preparations,0,0
0501070Z0,Pristinamycin,0,0
0604011H0,"Estradiol, estriol and estrone",1,0
0801010F0,Chlorambucil,6,0
210601009,DUMMY CHEMICAL SUBSTANCE 210601009,0,0
235512556,DUMMY CHEMICAL SUBSTANCE 235512556,3,0
190100000,"Other alcohol, wine and spirit preparations",1,0
0902021V0,Sodium lactate,0,0
239401095,DUMMY CHEMICAL SUBSTANCE 239401095,3,0
225038750,DUMMY CHEMICAL SUBSTANCE 225038750,1,0
0503010Y0,Zidovudine,0,0
0802040AL,Teriflunomide,0,0
1201010Z0,Triamcinolone acetonide,0,0
070201000,Other vaginal/vulva changes preparations,0,0
1001030R0,Anakinra,0,0
239459096,DUMMY CHEMICAL SUBSTANCE 239459096,0,0
234543045,DUMMY CHEMICAL SUBSTANCE 234543045,0,0
0208010C0,Danaparoid sodium,0,0
236030562,DUMMY CHEMICAL SUBSTANCE 236030562,0,0
0407020AB,Papaveretum,2,0
090401050,Gluten free/low protein cooking aids,7,0
223060530,DUMMY CHEMICAL SUBSTANCE 223060530,37,0
0206020I0,Isradipine,3,0
1305020L0,Methoxsalen,0,0
1003020L0,Kaolin heavy,0,0
0704040H0,Mandelic acid,0,0
0601023S0,Rosiglitazone,0,0
0902021Y0,Ringers,0,0
0504080P0,Pentamidine isetionate,3,0
235541055,DUMMY CHEMICAL SUBSTANCE 235541055,1,0
0802040AI,Dabrafenib,0,0
0704040G0,Oxybutynin hydrochloride,1,0
0602020H0,Potassium iodate,0,0
0801040D0,Etoposide,0,0
222024020,DUMMY CHEMICAL SUBSTANCE 222024020,1,0
0503010E0,Abacavir,2,0
0407010AB,Paracetamol and phenylephrine hydrochloride,0,0
233530535,DUMMY CHEMICAL SUBSTANCE 233530535,1,0
0503010AK,Darunavir/cobicistat,0,0
0801050BY,Olaparib,1,0
0503010AG,Rilpivirine,1,0
0901011X0,Ferrous calcium citrate,0,0
